lon,id,lat,operationStatus,stationNameKana,stationNameEng,stationType,postalCode,closingDate,url,fillablePressure,addressKana,stationName,tel,addressJp,openingHours,payment,information,updateDateTime
139.7242586,0000500003,35.545641,0,ニモヒススイソステーションミナミロクゴウ,Nimohyss Hydrogen Station Minamirokugo,移動式,144-0045,営業日：火曜・金曜日 定休日：月・水・木・土・日･祝日,http://www.nimohyss.com/,82MPa,オオタクミナミロクゴウ,ニモヒス水素ステーション南六郷,070-3516-5580,大田区南六郷１－３１－５,9:00～15:00,クレジットカードのみ,,2022-05-17T06:00:03Z
139.6029861,0000300025,35.424521,0,ヨコハマミナミステーション,Yokohama Minami Station,固定式（オフサイト）,232-0056,営業日：月曜日～土曜日、 定休日：日祝日,https://www.eneos.co.jp,82MPa,カナガワケンヨコハマシミナミクトオリマチ,ENEOS 横浜南水素ステーション,045-341-4501,神奈川県横浜市南区通町4-100,8:30～19:30,各種クレジット,※4/1より営業を月～土8:30～19:30に拡大しました。(注：平日18:45以降と土曜16:45以降1時間程度は充填時間を要する車両の為混雑が予想されますので当該時間以外での来店願います),2022-05-19T15:00:05Z
139.8551378,0000200022,35.6471741,0,イワタニスイソステーショントウキョウカサイ,Iwatani Hydrogen Refueling Station in TokyoKasai,固定式（オフサイト）,134-0086,営業日：年中無休 定休日：ー,http://www.iwatani.co.jp/jpn/,82MPa,トウキョウトエドガワクリンカイチョウ,イワタニ水素ステーション東京葛西,070-2900-4371,東京都江戸川区臨海町1-1-41,9：00－19：00,"クレジットカード(Visa,Master,JCB,Amex,Diners)","営業時間：9：00～19：00
営業日　：年中無休",2022-05-19T10:00:03Z
139.7534485,0000200033,35.5499934,0,イワタニスイソステーションハネダクウコウ,Iwatani Hydrogen Station Haneda Airport,固定式（オフサイト）,144-0041,営業日：木～火 定休日：水曜日,http://www.iwatanigas.co.jp/gas/station.html,82,トウキョウトオオタクハネダクウコウイッチョウメイチバンヨンゴウ,イワタニ水素ステーション 羽田空港,070-2900-4372,東京都大田区羽田空港1丁目1番4号,11:00～19:00,クレジットカード,"営業時間：11:00～19:00
定休日　：水曜日

",2022-05-19T10:00:04Z
139.6459844,0000300013,35.4497111,0,エネオスヨコハマオオサンバシイドウシキスイソステーション,Yokohama Oosanbashi Station,移動式,231-0002,営業日：月・木・金曜日、 定休日：火・水・土日祝日、客船入港日,https://www.eneos.co.jp,82MPa,カナガワケンヨコハマシナカクカイガンドオリ,ＥＮＥＯＳ 横浜大さん橋水素ステーション（移動式ステーション）,090-8008-2977,神奈川県横浜市中区海岸通１－１－４,１０：００～１２：００,クレジットカード（ＥＮＥＯＳホームページをご参照ください）,※2021年９月末をもって現金決済を終了しております。●客船入港スケジュールは、横浜市港湾局HPでご参照願います。悪天候等により営業中止の場合がありますので、ご来店前にお問い合わせ願います,2022-05-19T15:00:14Z
139.7510434,0001100004,35.536066,0,カワサキスイソステーション,Kawasaki Hyrogen Station,固定式（オフサイト）,220-0861,営業日：毎日（週7日営業） 定休日：水曜日午後のみ休業（設備メンテ等にて）、年末年始,https://industry.airliquide.jp/hydrogen-japan,８２,カナガワケンカワサキシカワサキクコジマチョウ,川崎水素ステーション,044-280-6978,神奈川県川崎市川崎区小島町３-９,７：３０～２０：００,クレジットカード,"セルフ充填にはメンバーカード発行が必要です。初回の方は金曜日又は土曜日の午後にお越し下さい。
",2022-05-19T11:00:02Z
139.763098,0000300015,35.4959793,0,エネオスカワサキマリエンスイソステーション,Kawasaki Marien Station,移動式,210-0869,営業日：水、 定休日：月・火・木・金・土日祝日,https://www.eneos.co.jp,82MPa,カナガワケンカワサキシカワサキクヒガシオウギジマ,ＥＮＥＯＳ　川崎マリエン水素ステーション（移動式ステーション）,080-9297-5941,神奈川県川崎市川崎区東扇島３８－１,１０：００～１２：００,クレジットカード（ＥＮＥＯＳホームページをご参照ください）,※９月末をもって現金決済を終了させていただきます。※１０月より水曜日の営業とさせていただきます。■悪天候等により、営業を中止する場合がございますので、ご来店前に、お問い合わせを頂けますと幸いでございます。■,2022-05-19T15:00:04Z
140.0273978,0000300043,35.6596679,0,エネオスチバマクハリステーション,ENEOS Chiba-makuhari  Hydrogen ,固定式（オンサイト）,261-0025,営業日：日～金 定休日：土祝日,https://www.eneos.co.jp,82MPa,チバケンチバシミハマクハマダ,ENEOS 千葉幕張水素ステーション　,043-307-8704,千葉県千葉市美浜区浜田２－４３－５ ,8:30～19:30,クレジットカード,"・4月1日(金)より営業時間を変更しています。
・5月27日（金）は設備点検のため13:00～16:00は休業いたします。",2022-05-19T15:00:14Z
140.0677599,0000300009,35.6775719,0,エネオスドクタードライブセルフタケイシインターテン,ENEOS Dr.Drive Takeisi-inter Station,固定式（オフサイト）,262-0044,営業日：月～土曜日  定休日：日・祝日,https://www.eneos.co.jp,82MPa,チバケンチバシハナミガワクナガサクチョウ,ENEOS　Dr.Driveセルフ武石インター店,043-441-4530,千葉県千葉市花見川区長作町２１－１,9:30～11:45、13:00～17:00,現金／クレジットカード,,2022-05-19T15:00:06Z
140.1290087,0001000002,35.6857872,0,チバキタスイソステーション,chiba-kita hydrogen station,固定式（オフサイト）,262-0004,営業日：月曜日～土曜日 定休日：日曜日、祝日、年末年始,https://www.idemitsu.com/jp/carlife/idemitsu/hydrogen/index.html,82,チバシハナミガワクダイニチチョウ,千葉北水素ステーション,043-215-3928,千葉市花見川区大日町1362-1,9:00～17:30,クレジットカードのみ,"

",2022-05-19T08:30:03Z
140.3874114,0001000001,35.766594,0,ナリタスイソステーション,Narita Hydrogen Station,固定式（オフサイト）,282-0005,営業日：月～土 定休日：日・祝日、年末年始,,82MPa,ナリタシキノネアザカミダイ,成田水素ステーション,0476-30-3210,成田市木の根字神台24番地,9：00～17：30,クレジットカードのみ,,2022-05-19T08:30:02Z
